the age:,Gender:,Area:,Current educational level:,marital status:,Employment status:,Do you use social media applications?,What social media platforms do you use?,What app do you use the most?,How many hours do you spend on social media platforms daily?,Do you feel anxious or stressed after reading negative comments on your posts?,Are you worried about missing out on important information or events when you're not using social media?,Do you feel that using social media has affected your ability to focus and accomplish daily tasks?,Do you think that consuming quick content (such as watching short videos and push notifications...) has affected your patience and ability to deal with long tasks?,Do you use social media right before going to sleep?,Do you have difficulty sleeping because of thinking about what you saw on social media platforms?,Does the number of likes or comments you get on your posts affect you?,Have you changed your opinion or feeling based on the reactions of others on social media platforms?,Do you prefer interacting with friends or family online rather than face-to-face?,How often do you find yourself using social media for longer than you planned?,How do you feel when you compare your life to the lives of others on social media?,"What methods, if any, do you use to limit your social media access?"
35-44,feminine,Riyadh,Master's,absolute,Full time employee,Yes,"Instagram, Youtube, WhatsApp",Instagram,6-May,"Yes, always","No, never","Yes, a lot",sometimes,"Yes, always",sometimes,sometimes,sometimes,"Yes, always",always,I don't compare my life with the lives of others,Hide the application + activate the screen time feature
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Youtube, WhatsApp, Telegram, Locket",TikTok,4-Mar,I don't post,sometimes,sometimes,sometimes,"Yes, always",rarely,"Yes, always",sometimes,rarely,sometimes,"I feel that everyone has built a balanced life for themselves, and I am still sitting there watching them
 They often inspire me",Spending my time with things I love (sports and other hobbies)
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Facebook, Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,6-May,"Yes, always",rarely,"Yes, a lot","Yes, a lot","Yes, always","No, never","Yes, always",sometimes,"Yes, always",sometimes,Lack and lack of self-confidence,Make my day full of tasks so that I have less free time and with it less use of the screen
35-44,male,Riyadh,Master's,married,Full time employee,Yes,"Facebook, Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp",TikTok,6-May,I don't post,sometimes,sometimes,sometimes,"Yes, always","Yes, always",rarely,sometimes,sometimes,always,Indifference,nothing
13-17,feminine,Buraidah,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,6-May,"No, never","No, never",sometimes,"Yes, a lot","Yes, always","No, never","No, never",rarely,sometimes,sometimes,I am not compared to anyone ????,nothing
55 and more,feminine,Riyadh,Bachelor's degree,married,Full time employee,Yes,"Instagram, X (Twitter), Snapchat, WhatsApp",WhatsApp,6-May,sometimes,rarely,"Yes, a lot","Yes, a lot","Yes, always","Yes, always","Yes, always",sometimes,"Yes, always",always,frustration.,Leave the device in the charger
35-44,feminine,grandmother,diploma,married,housewife,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Locket",Snapchat,4-Mar,I don't read comments,rarely,sometimes,sometimes,"Yes, always","No, never",I don't care about the number of likes or comments,sometimes,sometimes,rarely,Others,Leave the mobile phone
45-54,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"Instagram, Youtube, WhatsApp, Telegram",Instagram,2-Jan,I don't post,rarely,"Yes, a lot",sometimes,sometimes,"No, never",I don't care about the number of likes or comments,sometimes,"No, never",rarely,"Sometimes I feel a feeling of inferiority 
 Depending on the section 
 If they are motivational clips, I encourage myself and learn from them",Delete the application
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Snapchat,2-Jan,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",sometimes,sometimes,sometimes,sometimes,sometimes,With motivation,Leave the device away
35-44,male,Riyadh,Bachelor's degree,married,Full time employee,Yes,"Facebook, LinkedIn, TikTok, Youtube, WhatsApp",Youtube,8-Jul,"Yes, always","No, never","Yes, a lot",sometimes,"Yes, always",sometimes,"Yes, always",sometimes,rarely,always,Feeling comfortable and motivated,Turn off the device and leave it on before bed or at any time
45-54,feminine,grandmother,High school or equivalent,married,housewife,Yes,"Youtube, WhatsApp, Telegram",WhatsApp,4-Mar,I don't post,"No, never","No, never","No, never",rarely,"No, never","No, never","No, never","No, never",never,Praise be to God always and forever,Nothing
25-34,male,grandmother,Bachelor's degree,bachelor,Not employed,Yes,"Facebook, Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,6-May,"No, never",sometimes,"Yes, a lot","Yes, a lot","Yes, always",sometimes,rarely,rarely,rarely,rarely,"Praise be to God for everything, and I wish for a better life",Leave the house without the device and put the device away at bedtime
18-24,feminine,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp",TikTok,8-Jul,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",sometimes,sometimes,sometimes,sometimes,always,Frustration - I am less than people - Anger - Pleasure - Jealousy,Strong determination to limit - Increase physical activities
25-34,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, Telegram",TikTok,6-May,I don't post,"No, never",sometimes,sometimes,"Yes, always","No, never",I don't care about the number of likes or comments,"No, never",sometimes,rarely,"Sometimes I feel like comparisons are unbearable. They always spoil the fun. That's why I don't like comparisons. I would always compare myself to my previous self, and now it would be better for me. Social networking is just an act. No one shows his faults. Everyone has them.","Setting the alarm for a certain time is considered arranging tasks and setting a specific schedule for you, for example, waking up at such and such an hour, using the device from such and such to such and such, and then going for a walk or run for such and such a period and so on."
25-34,feminine,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Facebook, Instagram, Snapchat, Youtube, WhatsApp",Hi Day game,8-Jul,"No, never",sometimes,"Yes, a lot","Yes, a lot","Yes, always","Yes, always","Yes, always",sometimes,sometimes,always,I find myself thankful and grateful for my wonderful life,Silent mode
18-24,feminine,the news,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, ..",TikTok,8-Jul,I don't post,"No, never","Yes, a lot","Yes, a lot",sometimes,sometimes,"No, never","No, never",rarely,sometimes,"Previously, I used to feel inadequate at times, and I also felt stressed and anxious. I don?t know why, but I think that by staying on social media for a long time, my mind is distracted from reality, so I forget what is mine and what I owe now. Praise be to God, I have overcome this matter. My livelihood is written and divided, and I have begun to look forward to what is better.","Dopamine fasting since I was fifteen years old, and it is the best solution I have taken for myself. At a minimum, I leave all social media programs for three days, and there is no maximum. If I feel that I have regained my focus and activity, I return again while reducing the number of hours, for example, if I use the programs. From 8-9 hours, I use it for 3-4 hours, and so on"
35-44,male,Najran,High school or equivalent,married,Full time employee,no,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,10-Sep,rarely,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",rarely,rarely,sometimes,"Yes, always",always,Inspiration in the educational and cultural aspect and increased passion for learning more and self-development,nothing
18-24,male,Riyadh,Bachelor's degree,bachelor,student,Yes,"X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",X (Twitter),6-May,sometimes,"No, never","Yes, a lot","Yes, a lot","Yes, always",rarely,sometimes,sometimes,"Yes, always",always,"Maybe I feel inferior, but all I tell myself is that I can be like them",Leave the device away from me in another room while studying
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram, Locket",Instagram,4-Mar,sometimes,rarely,"Yes, a lot","Yes, a lot","Yes, always",rarely,I don't care about the number of likes or comments,rarely,rarely,sometimes,"I feel frustrated when I see people organizing their time and their lives and being successful, but this motivates me to work on myself to reach higher than them.","Turn off the mobile phone or place it outside the room, and assign focus so that messages or calls do not arrive"
45-54,male,City,diploma,married,Full time employee,Yes,"Instagram, TikTok, WhatsApp",TikTok,4-Mar,"Yes, always",rarely,rarely,sometimes,"Yes, always","No, never",I don't care about the number of likes or comments,sometimes,"No, never",always,I don't care about that,Mobile charging ends
35-44,male,Riyadh,Ph.D,married,Part-time employee,Yes,"Facebook, X (Twitter), Youtube, WhatsApp",WhatsApp,2-Jan,"Yes, always","No, never","Yes, a lot","No, never",sometimes,"No, never",I don't care about the number of likes or comments,"No, never","No, never",sometimes,"I do not compare myself to anyone, thank God for where I am","The dustiest password is difficult so that I cannot remember it quickly, and if I leave it for two days, I will not want to return to these sites."
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram, Locket",Instagram,4-Mar,rarely,"No, never",sometimes,"Yes, a lot","Yes, always","No, never",rarely,rarely,"Yes, always",sometimes,A reason to advance,Busy yourself with daily tasks
45-54,male,Najran,diploma,married,Full time employee,Yes,"Facebook, Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,2-Jan,sometimes,sometimes,rarely,"No, never","No, never",rarely,sometimes,"Yes, always",sometimes,sometimes,Feeling motivated and inspired,nothing
13-17,feminine,Riyadh,diploma,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,10-Sep,I don't post,sometimes,sometimes,sometimes,sometimes,rarely,I don't care about the number of likes or comments,rarely,rarely,rarely,..,..
45-54,feminine,Riyadh,diploma,married,housewife,Yes,"Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,6-May,rarely,rarely,"Yes, a lot","Yes, a lot",sometimes,"No, never",I don't care about the number of likes or comments,"No, never","No, never",rarely,I'm not interested,Being busy with work
35-44,male,Riyadh,Master's,married,Full time employee,Yes,"X (Twitter), TikTok, Youtube, WhatsApp",WhatsApp,4-Mar,"Yes, always",rarely,"No, never","No, never","No, never","No, never",I don't care about the number of likes or comments,sometimes,"Yes, always",sometimes,"I did not understand the question, sorry for the answer",My time from Fajr prayer until sleep is divided into time
25-34,feminine,grandmother,Less than high school,married,housewife,Yes,"Instagram, Snapchat, Youtube, WhatsApp",WhatsApp,10-Sep,"Yes, always",sometimes,sometimes,"No, never","Yes, always","No, never",I don't care about the number of likes or comments,rarely,rarely,sometimes,"When I follow accounts with a purpose and culture, I feel a lack of accomplishment",Leave the device in an isolated room
45-54,feminine,Riyadh,High school or equivalent,married,"Housewife, unemployed",Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,10-Sep,sometimes,rarely,"Yes, a lot","Yes, a lot","Yes, always",sometimes,sometimes,sometimes,"No, never",always,Wishing,End the application
13-17,feminine,Buraidah,Less than high school,bachelor,student,Yes,"Facebook, Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,2-Jan,I don't post,sometimes,rarely,"No, never",sometimes,sometimes,"No, never",sometimes,sometimes,sometimes,I don't feel anything,nothing
25-34,feminine,Riyadh,Bachelor's degree,married,Not employed,Yes,"Instagram, LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Games application unlike TikTok,8-Jul,I don't post,rarely,sometimes,"Yes, a lot","Yes, always",sometimes,I don't care about the number of likes or comments,sometimes,rarely,sometimes,"I never compare. (Benefit and apply some information from trusted influencers ?doctors, fashion enthusiasts, readers, etc..?).","Getting out of the house, family meetings, or setting aside time to start my daily chores."
18-24,feminine,Dammam,diploma,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, WhatsApp, Locket",TikTok,10-Sep,rarely,rarely,rarely,sometimes,"Yes, always","No, never",rarely,"No, never",sometimes,always,"I do not compare my life to others because every person is different from the other in circumstances, etc",sleep
13-17,feminine,Riyadh,Less than high school,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Snapchat,6-May,I don't post,sometimes,sometimes,"No, never","Yes, always","No, never","No, never","No, never","No, never",always,I don't compare my life with someone else's life.,"I count to three and turn off my phone, or I select the last thing I see or do, and then I turn off my phone, or I put a target in my head, and I do not hold my phone until I finish it. May God grant you success."
45-54,male,Al-Baha,Ph.D,married,Part-time employee,Yes,"Facebook, X (Twitter), Snapchat, Youtube, WhatsApp",WhatsApp,4-Mar,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always","No, never","No, never",rarely,sometimes,always,I feel motivated,Leave the device in an adjacent room
45-54,feminine,Riyadh,Bachelor's degree,married,retired,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,8-Jul,sometimes,"Yes, always",sometimes,sometimes,sometimes,"No, never","Yes, always",sometimes,"Yes, always",always,"Praise be to God, I feel fine and guided to goodness",Being busy with social activities
18-24,feminine,Mecca,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Youtube,2-Jan,I don't post,sometimes,"Yes, a lot","Yes, a lot","No, never",sometimes,I don't care about the number of likes or comments,sometimes,"No, never",sometimes,"Snapchat makes you feel like everyone is alive except you, so delete it","Set a timer for 20 minutes these days, and if it rings, I delete the app. Knowing that I delete programs that I do not benefit from for study during the weekdays, but I download them for a short time on Thursdays."
25-34,feminine,Riyadh,diploma,married,Full time employee,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,8-Jul,sometimes,rarely,sometimes,"No, never","Yes, always","No, never",I don't care about the number of likes or comments,"No, never","No, never",always,"I have never thought about comparing my life to someone else's life because I am completely convinced of my life, praise be to God and thanks.",nothing
18-24,feminine,Sakaka,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,4-Mar,sometimes,sometimes,sometimes,"Yes, a lot",sometimes,rarely,sometimes,sometimes,sometimes,sometimes,Lack and frustration,Activate the Do Not Disturb feature
13-17,feminine,City,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube",TikTok,10-Sep,"Yes, always",sometimes,"Yes, a lot","Yes, a lot","Yes, always","Yes, always","Yes, always",sometimes,sometimes,always,I don't compare my life with anyone's life because I don't know what's behind that person,I don't do anything because it's difficult
35-44,feminine,Riyadh,Bachelor's degree,married,Full time employee,Yes,"Instagram, X (Twitter), LinkedIn, Snapchat, Youtube, WhatsApp, Telegram",Instagram,2-Jan,I don't post,"No, never","No, never","No, never","Yes, always","No, never",I don't care about the number of likes or comments,rarely,"No, never",always,Motivation or inspiration,nothing
